1493727378,0,0,0,0,0,0,0,0,
1493727378,0,0,0,0,0,0,0,0,
1493727378,0,0,0,0,0,0,0,0,
1493727378,0,0,0,0,0,0,0,0,
1493727378,0,0,0,0,0,0,0,0,
1493727379,0,0,0,0,0,0,0,0,
1493727379,0,0,0,0,0,0,0,0,
1493727379,-20,0,1,27,1,4,-1,1,
1493727379,6,1,-2,7,-1,1,1,11,
1493727379,11,-3,-6,-68,-49,0,4,3,
1493727379,6,2,-6,-2,-41,2,0,1,
1493727379,-2,-4,-1,-12,-47,-3,-4,-2,
1493727379,3,-4,1,13,30,-2,0,-3,
1493727379,14,32,-2,-57,73,-7,-3,0,
1493727379,11,-43,-4,-1,-68,6,6,5,
1493727379,1,-82,-3,38,-55,1,-10,-9,
1493727379,3,-33,1,-48,127,4,2,3,
1493727379,-3,0,-5,13,-18,0,-1,2,
1493727379,-6,127,2,-20,-78,-5,-1,3,
1493727379,-39,-66,-3,15,-50,0,0,-6,
1493727379,-26,52,8,10,67,-60,1,-1,
1493727379,121,-60,-4,6,111,94,3,-4,
1493727379,-30,-19,-3,108,45,114,82,-38,
1493727379,2,127,2,-72,68,38,-25,-58,
1493727379,-30,-87,-2,-72,-10,-58,72,-12,
1493727379,-9,9,-3,77,54,118,-45,-27,
1493727379,-25,-9,-4,-25,-70,113,52,-10,
1493727379,59,-2,3,-117,94,-5,11,26,
1493727379,-9,4,-1,105,-125,33,0,-120,
1493727379,105,-7,-5,127,-117,42,75,-114,
1493727379,-81,0,88,-12,92,-98,-67,78,
1493727379,-31,-1,19,-128,-41,27,-50,59,
1493727379,34,127,118,21,-33,-128,-41,127,
1493727379,-1,51,63,9,81,-81,-25,91,
1493727380,-79,-89,-70,-60,127,-28,2,-79,
1493727380,-41,105,20,-41,-9,22,104,69,
1493727380,90,-57,-42,125,-128,74,-79,-4,
1493727380,7,0,77,124,-37,-120,21,-64,
1493727380,-53,-4,61,-106,-72,7,-120,7,
1493727380,53,51,56,-64,-6,34,-8,25,
1493727380,-128,7,41,6,63,-47,-50,-20,
1493727380,69,-14,127,32,99,72,33,-53,
1493727380,-65,13,2,-66,4,-34,27,-82,
1493727380,17,65,-48,-73,-52,123,67,23,
1493727380,-41,-58,-90,127,120,-66,-104,-105,
1493727380,4,39,82,84,127,18,53,32,
1493727380,-46,-91,-82,-115,72,75,9,-51,
1493727380,-66,-81,-87,-128,4,44,26,42,
1493727380,-55,-62,-47,-84,-3,-128,76,3,
1493727380,-29,-62,-14,-107,98,73,-45,-42,
1493727380,64,-28,127,-102,63,-26,54,21,
1493727380,33,-31,-27,127,-128,-115,-90,-79,
1493727380,13,-39,-49,-23,-22,13,40,0,
1493727380,5,-61,-40,17,-61,11,51,-5,
1493727380,-8,26,-8,82,-68,52,-2,8,
1493727380,-23,63,72,-37,34,104,-45,10,
1493727380,-5,16,17,43,90,-41,-71,27,
1493727380,13,18,-50,-30,91,127,-50,-10,
1493727380,-62,-123,53,-109,-36,52,-25,41,
1493727380,-80,6,104,-111,-81,127,-46,64,
1493727380,-34,7,-26,-33,90,-128,36,62,
1493727380,-120,94,86,89,-82,-46,102,70,
1493727381,1,-18,-58,8,-35,-32,15,-50,
1493727381,16,40,61,43,-15,8,-13,10,
1493727381,-20,-53,-46,-45,14,-29,-8,23,
1493727381,17,22,7,45,-17,-128,-4,-44,
